5d4b1879a623db1ce05c6648,ต. ปากตะโก อ. ทุ่งตะโก จ. ชุมพร,"T. Tako, A. Thung Tako, Changwat Chumphon",อ. ทุ่งตะโก,T. Thung Tako,10.165,99.176,จ. ชุมพร,Changwat Chumphon,ต. ปากตะโก,A. Tako
5d4b1879a623db1ce05c6649,ต. ปากคลอง อ. ปะทิว จ. ชุมพร,Pak Khlong Pathio Changwat Chumphon,อ. ปะทิว,Pathio,10.8,99.538,จ. ชุมพร,Changwat Chumphon,ต. ปากคลอง,Pak Khlong
5d4b1879a623db1ce05c664a,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.672,99.844,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c664b,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.767,99.668,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c664c,ต. หาดทรายรี อ. เมืองชุมพร จ. ชุมพร,"T. Hat Sai Ri, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.466,99.359,จ. ชุมพร,Changwat Chumphon,ต. หาดทรายรี,A. Hat Sai Ri
5d4b1879a623db1ce05c664d,ต. ปากตะโก อ. ทุ่งตะโก จ. ชุมพร,"T. Tako, A. Thung Tako, Changwat Chumphon",อ. ทุ่งตะโก,T. Thung Tako,10.131,99.165,จ. ชุมพร,Changwat Chumphon,ต. ปากตะโก,A. Tako
5d4b1879a623db1ce05c664e,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.705,99.799,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c664f,ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,6.984,99.473,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
5d4b1879a623db1ce05c6650,ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.197,99.221,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
5d4b1879a623db1ce05c6651,ต. ปากตะโก อ. ทุ่งตะโก จ. ชุมพร,"T. Tako, A. Thung Tako, Changwat Chumphon",อ. ทุ่งตะโก,T. Thung Tako,10.118,99.216,จ. ชุมพร,Changwat Chumphon,ต. ปากตะโก,A. Tako
5d4b1879a623db1ce05c6652,ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.067,99.398,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
5d4b1879a623db1ce05c6653,ต. ปากคลอง อ. ปะทิว จ. ชุมพร,Pak Khlong Pathio Changwat Chumphon,อ. ปะทิว,Pathio,10.782,99.53,จ. ชุมพร,Changwat Chumphon,ต. ปากคลอง,Pak Khlong
5d4b1879a623db1ce05c6654,ต. บางกะไชย อ. แหลมสิงห์ จ. จันทบุรี,"T. Bang Kachai, A. Laem Sing, Changwat Chanthaburi",อ. แหลมสิงห์,T. Laem Sing,12.465,102.066,จ. จันทบุรี,Changwat Chanthaburi,ต. บางกะไชย,A. Bang Kachai
5d4b1879a623db1ce05c6655,ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.016,99.445,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
5d4b1879a623db1ce05c6656,ต. ปากคลอง อ. ปะทิว จ. ชุมพร,Pak Khlong Pathio Changwat Chumphon,อ. ปะทิว,Pathio,10.84,99.497,จ. ชุมพร,Changwat Chumphon,ต. ปากคลอง,Pak Khlong
5d4b1879a623db1ce05c6657,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.71,99.794,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6658,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.707,99.676,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6659,ต. เกาะพระทอง อ. คุระบุรี จ. พังงา,"T. Ko Phra Thong, A. Khura Buri, Changwat Phang Nga",อ. คุระบุรี,T. Khura Buri,9.406,97.901,จ. พังงา,Changwat Phang Nga,ต. เกาะพระทอง,A. Ko Phra Thong
5d4b1879a623db1ce05c665a,ต. แสมสาร อ. สัตหีบ จ. ชลบุรี,"T. Samaesan, A. Sattahip, Changwat Chonburi",อ. สัตหีบ,T. Sattahip,12.616,100.918,จ. ชลบุรี,Changwat Chonburi,ต. แสมสาร,A. Samaesan
5d4b1879a623db1ce05c665b,ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.075,99.451,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
5d4b1879a623db1ce05c665c,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.817,102.397,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c665d,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.551,99.694,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c665e,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.582,99.719,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c665f,ต. เกาะพระทอง อ. คุระบุรี จ. พังงา,"T. Ko Phra Thong, A. Khura Buri, Changwat Phang Nga",อ. คุระบุรี,T. Khura Buri,9.495,97.874,จ. พังงา,Changwat Phang Nga,ต. เกาะพระทอง,A. Ko Phra Thong
5d4b1879a623db1ce05c6660,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.551,99.35,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6661,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.805,102.376,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c6662,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.857,102.525,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c6663,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.681,99.677,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6664,ต. กำพวน อ. สุขสำราญ จ. ระนอง,"T. Kamphuan, A. Suk Samran, Changwat Ranong",อ. สุขสำราญ,T. Suk Samran,9.401,98.392,จ. ระนอง,Changwat Ranong,ต. กำพวน,A. Kamphuan
5d4b1879a623db1ce05c6665,ต. เกาะนก อ. กันตัง จ. ตรัง,,อ. กันตัง,,7.272,99.475,จ. ตรัง,,ต. เกาะนก,
5d4b1879a623db1ce05c6666,ต. ดอนสัก อ. ดอนสัก จ. สุราษฎร์ธานี,"T. Don Sak, A. Don Sak, Changwat Surat Thani",อ. ดอนสัก,T. Don Sak,9.31,99.66,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. ดอนสัก,A. Don Sak
5d4b1879a623db1ce05c6667,ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.247,99.249,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
5d4b1879a623db1ce05c6668,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.699,99.68,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6669,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.675,99.833,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c666a,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.709,99.676,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c666b,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.815,102.398,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c666c,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.819,102.402,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c666d,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.696,99.662,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c666e,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.542,99.164,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c666f,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.858,102.523,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c6670,ต. เกาะลิบง อ. กันตัง จ. ตรัง,"T. Ko Libong, A. Kantang, Changwat Trang",อ. กันตัง,T. Kantang,7.303,99.394,จ. ตรัง,Changwat Trang,ต. เกาะลิบง,A. Ko Libong
5d4b1879a623db1ce05c6671,ต. เกาะแก้ว อ. เมืองภูเก็ต จ. ภูเก็ต,"T. Ko Kaeo, A. Mueang Phuket, Changwat Phuket",อ. เมืองภูเก็ต,T. Mueang Phuket,7.924,98.455,จ. ภูเก็ต,Changwat Phuket,ต. เกาะแก้ว,A. Ko Kaeo
5d4b1879a623db1ce05c6672,ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.222,99.243,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
5d4b1879a623db1ce05c6673,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.524,99.269,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6674,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.706,99.675,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6675,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.661,99.659,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6676,ต. เกาะพระทอง อ. คุระบุรี จ. พังงา,"T. Ko Phra Thong, A. Khura Buri, Changwat Phang Nga",อ. คุระบุรี,T. Khura Buri,9.472,97.876,จ. พังงา,Changwat Phang Nga,ต. เกาะพระทอง,A. Ko Phra Thong
5d4b1879a623db1ce05c6677,ต. หาดทรายรี อ. เมืองชุมพร จ. ชุมพร,"T. Hat Sai Ri, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.486,99.418,จ. ชุมพร,Changwat Chumphon,ต. หาดทรายรี,A. Hat Sai Ri
5d4b1879a623db1ce05c6678,ต. กำพวน อ. สุขสำราญ จ. ระนอง,"T. Kamphuan, A. Suk Samran, Changwat Ranong",อ. สุขสำราญ,T. Suk Samran,9.5,98.374,จ. ระนอง,Changwat Ranong,ต. กำพวน,A. Kamphuan
5d4b1879a623db1ce05c6679,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.808,102.378,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c667a,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.515,99.174,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c667b,ต. หาดทรายรี อ. เมืองชุมพร จ. ชุมพร,"T. Hat Sai Ri, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.506,99.425,จ. ชุมพร,Changwat Chumphon,ต. หาดทรายรี,A. Hat Sai Ri
5d4b1879a623db1ce05c667c,ต. ไม้ฝาด อ. สิเกา จ. ตรัง,"T. Mai Fat, A. Sikao, Changwat Trang",อ. สิเกา,T. Sikao,7.47,99.32,จ. ตรัง,Changwat Trang,ต. ไม้ฝาด,A. Mai Fat
5d4b1879a623db1ce05c667d,ต. ศรีราชา อ. ศรีราชา จ. ชลบุรี,"T. Si Racha, A. Si Racha, Changwat Chonburi",อ. ศรีราชา,T. Si Racha,13.174,100.92,จ. ชลบุรี,Changwat Chonburi,ต. ศรีราชา,A. Si Racha
5d4b1879a623db1ce05c667e,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.681,99.667,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c667f,ต. หาดทรายรี อ. เมืองชุมพร จ. ชุมพร,"T. Hat Sai Ri, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.349,99.295,จ. ชุมพร,Changwat Chumphon,ต. หาดทรายรี,A. Hat Sai Ri
5d4b1879a623db1ce05c6680,ต. เขาทอง อ. เมืองกระบี่ จ. กระบี่,"T. Khao Thong, A. Mueang Krabi, Changwat Krabi",อ. เมืองกระบี่,T. Mueang Krabi,8.049,98.676,จ. กระบี่,Changwat Krabi,ต. เขาทอง,A. Khao Thong
5d4b1879a623db1ce05c6681,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.485,99.366,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6682,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.655,99.876,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6683,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.676,99.664,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6684,ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.208,99.249,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
5d4b1879a623db1ce05c6685,ต. ดอนสัก อ. ดอนสัก จ. สุราษฎร์ธานี,"T. Don Sak, A. Don Sak, Changwat Surat Thani",อ. ดอนสัก,T. Don Sak,9.351,99.72,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. ดอนสัก,A. Don Sak
5d4b1879a623db1ce05c6686,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.704,99.871,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6687,ต. ปากน้ำ อ. เมืองชุมพร จ. ชุมพร,"T. Pak Nam, A. Mueang Chumphon, Changwat Chumphon",อ. เมืองชุมพร,T. Mueang Chumphon,10.448,99.253,จ. ชุมพร,Changwat Chumphon,ต. ปากน้ำ,A. Pak Nam
5d4b1879a623db1ce05c6688,ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.144,99.639,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
5d4b1879a623db1ce05c6689,ต. เกาะหมาก อ. เกาะกูด จ. ตราด,"T. Ko Mak, A. Ko Kut, Changwat Trat",อ. เกาะกูด,T. Ko Kut,11.81,102.376,จ. ตราด,Changwat Trat,ต. เกาะหมาก,A. Ko Mak
5d4b1879a623db1ce05c668a,ต. ปากตะโก อ. ทุ่งตะโก จ. ชุมพร,"T. Tako, A. Thung Tako, Changwat Chumphon",อ. ทุ่งตะโก,T. Thung Tako,10.132,99.163,จ. ชุมพร,Changwat Chumphon,ต. ปากตะโก,A. Tako
5d4b1879a623db1ce05c668b,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.702,99.664,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c668c,ต. ด่านสวี อ. สวี จ. ชุมพร,"T. Dan Sawi, A. Sawi, Changwat Chumphon",อ. สวี,T. Sawi,10.296,99.247,จ. ชุมพร,Changwat Chumphon,ต. ด่านสวี,A. Dan Sawi
5d4b1879a623db1ce05c668d,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.514,99.173,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c668e,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.504,99.182,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c668f,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.664,99.677,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6690,ต. กะรน อ. เมืองภูเก็ต จ. ภูเก็ต,"T. Karon, A. Mueang Phuket, Changwat Phuket",อ. เมืองภูเก็ต,T. Mueang Phuket,7.821,98.285,จ. ภูเก็ต,Changwat Phuket,ต. กะรน,A. Karon
5d4b1879a623db1ce05c6691,ต. อ่างทอง อ. เกาะสมุย จ. สุราษฎร์ธานี,"T. Ang Thong, A. Ko Samui, Changwat Surat Thani",อ. เกาะสมุย,T. Ko Samui,9.687,99.675,จ. สุราษฎร์ธานี,Changwat Surat Thani,ต. อ่างทอง,A. Ang Thong
5d4b1879a623db1ce05c6692,ต. ตะเสะ อ. หาดสำราญ จ. ตรัง,"T. Tase, A. Hat Samran, Changwat Trang",อ. หาดสำราญ,T. Hat Samran,7.144,99.631,จ. ตรัง,Changwat Trang,ต. ตะเสะ,A. Tase
5d4b1879a623db1ce05c6693,ต. มาบตาพุด อ. เมืองระยอง จ. ระยอง,"T. Map Ta Phut, A. Mueang Rayong, Changwat Rayong",อ. เมืองระยอง,T. Mueang Rayong,12.648,101.17,จ. ระยอง,Changwat Rayong,ต. มาบตาพุด,A. Map Ta Phut
5d4b1879a623db1ce05c6694,ต. ปากคลอง อ. ปะทิว จ. ชุมพร,Pak Khlong Pathio Changwat Chumphon,อ. ปะทิว,Pathio,10.865,99.489,จ. ชุมพร,Changwat Chumphon,ต. ปากคลอง,Pak Khlong
5d4b1879a623db1ce05c6695,ต. เกาะสาหร่าย อ. เมืองสตูล จ. สตูล,"T. Ko Sarai, A. Mueang Satun, Changwat Satun",อ. เมืองสตูล,T. Mueang Satun,6.508,99.173,จ. สตูล,Changwat Satun,ต. เกาะสาหร่าย,A. Ko Sarai
5d4b1879a623db1ce05c6696,ต. เกาะลูกไม้ อ. กันตัง จ. ตรัง,,อ. กันตัง,,7.291,99.45,จ. ตรัง,,ต. เกาะลูกไม้,
5d4b1879a623db1ce05c6697,ต. บ่อหิน อ. สิเกา จ. ตรัง,"T. Bo Hin, A. Sikao, Changwat Trang",อ. สิเกา,T. Sikao,7.549,99.283,จ. ตรัง,Changwat Trang,ต. บ่อหิน,A. Bo Hin
